-10 378.947 0
-8 1028.57 0
-4 11127.3 0
-2 15177.9 5346.88
2 20860 368.619
4 18913.8 2571.38
6 15401.7 5288.77
8 18862 0
10 17364.4 2620.96
12 21600 0
14 19942.5 1087.26
16 19091.8 2120.09
18 20640.6 735.434
20 20615.2 814.033
22 20312.6 323.892
24 18096.6 4429.36
26 17573.9 2883.01
28 15323.9 5506.23
30 16959.8 3173.3
32 16214.3 6854.26
34 13214.1 9545.4
36 12349.9 6406.65
38 14873.7 8140.53
40 10550.1 6196.95
42 13640.6 9622.39
44 8386.34 6982.99
46 17521.6 3494.76
48 9039.16 5500.13
50 11783.5 6635.3
52 5681.25 389.793
54 5612.03 8113.59
56 1636.36 0
58 19004.7 0
60 3954.7 4016.52
62 6083.76 7008.82
66 8744.82 11931.4
68 2340 0
70 8613.38 4261.62
74 6848.78 0
78 3600 0
82 9827.03 0
86 6915.79 0
88 729.114 0
92 1309.09 0
96 960 0
100 2769.23 0
128 2400 0
