2 0 0
4 0 0
6 0 0
8 0 0
10 0 0
12 0 0
14 0 0
16 779.487 1366.5
18 2085.69 1492.97
20 8610.85 1874.75
22 18926.7 2536.7
24 20498.5 1588.54
26 19521.6 1713.12
28 21708.3 2553.33
30 20002.6 1937.87
32 18580.5 2037.17
34 20117.8 4467.9
36 20749.8 4602.36
38 21273.6 3144.49
40 18277.8 2679.57
42 21869.2 1959.35
44 19944.9 2298.55
46 20481.5 2227.9
48 20474.5 1033.99
50 19783.5 2246.96
52 20648.8 3499.62
54 20724.7 1907.84
56 20376.2 4440.78
58 17448.2 3921.33
60 18554.4 5161.95
62 15258.3 4553.03
64 17561.8 1555.11
66 18452.2 1014.9
68 18801 1887.34
70 18820 2543.02
72 3463.29 6071.42
74 0 0
76 0 0
78 0 0
80 0 0
82 0 0
