2 0 0
4 0 0
6 0 0
8 0 0
10 0 0
12 0 0
14 0 0
16 83.25 0
18 78.1071 3.54616
20 89.4171 2.20037
22 103.381 0.584483
24 104.818 2.09188
26 105.719 0.838509
28 106.15 0.439915
30 105.667 0.55048
32 105.131 0.711799
34 104.722 1.26002
36 105.912 0.44928
38 106.433 0.225046
40 107.008 0.16283
42 107.191 0.0838979
44 107.198 0.12707
46 107.063 0.126947
48 106.424 0.471465
50 106.523 0.267101
52 104.943 0.923405
54 103.436 0.4059
56 103.16 0.756895
58 99.617 3.09255
60 97.4749 1.94062
62 92.4086 3.63595
64 95.4972 2.18853
66 100.357 1.05328
68 98.29 2.01219
70 99.7195 2.80243
72 86.5 0
74 0 0
76 0 0
78 0 0
80 0 0
82 0 0
