2 107.068 0.121462
4 106.662 0.137331
6 106.249 0.409271
8 105.625 0.443887
10 103.072 1.76253
12 102.962 1.50825
14 102.902 1.64354
16 102.495 1.95986
18 100.843 0.377246
20 100.075 1.5141
22 98.4168 1.95803
24 99.0232 2.35841
26 98.686 1.85583
28 100.769 1.69408
30 100.359 2.15139
32 102.316 1.31896
34 99.9179 2.12185
36 98.4863 1.58473
38 97.0489 2.03064
40 94.5552 1.71143
42 94.1466 2.04402
44 86.242 4.7705
46 91.7939 4.05014
48 89.6458 0.555223
50 88.4316 3.00131
