-6 98.202 8.59553
-4 103.514 0.758796
-2 106.399 0.47828
2 106.447 0.632623
4 106.197 0.691582
6 103.007 3.14316
8 102.913 1.1919
10 102.369 2.98531
12 105.25 0
14 103.066 3.29633
16 99.8448 0
18 95.519 5.59668
20 94.2096 3.60403
22 90.3139 5.07666
24 93.8434 0.148641
26 96.8858 5.26158
28 97.8549 0.121407
30 95.4305 5.73406
32 97.6615 8.15819
34 97.6057 5.49368
36 93.643 10.6231
38 95.4896 3.33152
40 97.1157 7.4775
42 92.9633 6.08322
44 97.371 5.86941
46 96.0972 4.62603
48 96.0538 5.32218
50 92.5266 3.66446
52 94.7401 4.37165
54 89.9571 2.60105
56 87.6268 1.25551
58 85.9674 3.69344
60 89.1492 3.29716
62 83.214 1.91775
64 85.9067 5.34606
66 82.405 4.23682
68 86.895 3.62126
70 80.8725 1.18033
72 83.1097 2.18478
74 82.8777 3.96582
76 80.552 4.30282
78 79.0361 6.88017
80 76.38 4.25945
82 72.4546 4.70273
84 80.4351 4.2335
86 73.5282 5.49054
88 73.8593 6.34692
90 69.1752 6.54421
92 70.4167 7.73813
94 66.7272 1.00792
96 79.0968 0
98 71.4103 0.355422
102 79.4706 0
104 72.5 0
108 77.8049 0
118 69.5909 4.97673
120 61.25 0
124 69 0
