-6 -81.5 13.1663
-4 -75.5859 8.38127
-2 -64.9126 1.65156
2 -72.9775 4.65682
4 -78.6749 1.61109
6 -81.6504 3.59705
8 -83.9725 1.9227
10 -81.8684 3.28998
12 -81.1633 0
14 -80.8281 5.38517
16 -85.7299 0
18 -87.3366 3.15642
20 -89.2656 1.00898
22 -89.4475 2.12707
24 -89.1671 0.129584
26 -87.7321 2.10406
28 -87.9163 0.290283
30 -88.1754 2.02595
32 -87.2832 2.47728
34 -87.552 1.8846
36 -88.7952 3.16227
38 -88.6164 1.13265
40 -88.472 2.44561
42 -89.2669 1.38015
44 -88.2973 2.25997
46 -88.4185 1.24093
48 -88.8486 1.4528
50 -89.439 0.879019
52 -89.2561 1.21852
54 -90.2668 0.438454
56 -90.9454 0.118636
58 -90.9866 0.458704
60 -90.5262 0.515864
62 -91.3149 0.248388
64 -89.5543 2.00267
66 -91.4282 0.385385
68 -90.8408 0.445816
70 -91.6501 0.150304
72 -91.5285 0.314712
74 -91.4672 0.582914
76 -91.724 0.565079
78 -91.7535 0.636002
80 -92.3812 0.525
82 -92.4211 0.397683
84 -91.9673 0.393362
86 -92.4524 0.223266
88 -92.3519 0.677725
90 -92.9595 0.83296
92 -92.8964 0.605513
94 -93.0909 0.125981
96 -91.9032 0
98 -92.6282 0.408711
102 -91.9412 0
104 -93 0
108 -92.3902 0
118 -93.3182 0.944927
120 -93.5 0
124 -93 0
