timestamp,rssi,lqi,throughput
0,-90.6793,96.0675,17701.4
15,-90.4448,97.4704,18002.2
30,-91.0993,98.3514,18310.5
45,-91.8153,97.0405,18255.5
60,-92.8777,91.5216,16304.8
75,-94.802,78.17,6232.93
90,-95.7143,68.0,654.545
240,-95.5,70.9412,2566.34
255,-94.4789,81.1601,9226.45
270,-92.3696,94.3248,15827.6
285,-91.3159,97.9666,18461.6
300,-89.2757,101.893,20349.0
315,-88.4567,102.6,20827.8
330,-88.3069,103.383,20858.9
345,-88.6121,103.345,20940.0
