timestamp,rssi,lqi,throughput
0,-81.8068,107.191,21339.5
15,-83.3585,106.493,20724.6
30,-86.1026,104.793,21058.1
45,-88.1288,104.148,21627.0
60,-90.4872,101.055,20405.1
75,-93.6432,89.979,13447.1
90,-95.9219,70.8594,8621.05
240,-94.7166,80.6834,11681.6
255,-95.2083,76.9398,7049.14
270,-94.045,87.1546,8532.87
285,-91.5722,97.6816,17013.0
300,-88.875,103.633,20370.9
315,-88.2386,103.6,20708.9
330,-86.1937,105.323,20919.4
345,-84.827,105.133,20347.2
