timestamp,rssi,lqi,throughput
0,-90.0666,95.2824,19287.6
15,-90.0663,96.8881,17156.4
30,-90.6864,97.9505,18519.3
45,-92.4203,92.8193,16264.0
60,-94.1242,83.0027,10626.7
255,-93.0136,90.3983,13386.0
270,-91.8201,95.0333,17377.6
285,-88.9632,101.497,20199.6
300,-87.3327,103.955,21169.1
315,-86.9963,103.917,21080.7
330,-87.3958,103.578,20605.5
345,-88.3127,103.25,21063.2
