timestamp,rssi,lqi,throughput
0,-89.865,101.993,20752.6
15,-89.0694,102.579,21000.4
30,-89.83,102.588,20924.3
45,-91.1296,99.3591,18391.7
60,-93.1796,93.0521,16594.2
75,-94.7866,82.3721,11399.1
90,-96.0556,73.1667,12000.0
255,-95.2618,78.102,5783.27
270,-93.2336,92.3984,14164.3
285,-91.9439,97.0585,19532.8
300,-88.7671,102.524,20027.6
315,-87.6194,103.697,20729.6
330,-87.4862,104.026,20735.0
345,-88.1266,103.545,20917.4
