-50 74.5 0
-48 70.5 0
-46 79.9732 9.34349
-44 77.8954 7.47771
-42 81.1122 5.35274
-40 82.1352 3.162
-38 83.8466 0.0393604
-36 75.5928 1.46514
-34 75.8851 4.14532
-32 89.4506 2.70065
-30 82.9143 7.36975
-28 82.3473 2.1534
-26 84.5704 3.42804
-24 71.6667 0
-22 82.748 2.96526
-20 89.2489 0.749233
-18 88.664 3.64142
-16 88.5557 0.918358
-14 93.1723 2.60945
-12 95.8423 2.9248
-10 92.4799 7.28156
-8 99.8596 0.996089
-6 98.2508 4.87793
-4 104.15 1.77411
-2 104.617 1.42442
2 107.202 0.263731
4 107.436 0.0760274
6 106.91 0.419937
8 107.202 0.0922335
10 106.876 0
12 106.634 0.725193
16 106.169 1.14963
20 106.394 1.36878
24 104.688 2.08772
28 104.16 5.17344
30 107.314 0
32 104.151 5.5817
34 107.195 0
36 103.805 6.185
38 107.202 0
40 103.818 5.01168
42 107.26 0.0218907
44 102.815 7.30552
46 107.074 0.231218
50 105.199 3.69165
