-50 3600 0
-48 1387.95 0
-46 4293.88 3227.27
-44 7920 997.869
-42 3007.16 986.109
-40 3978.8 857.606
-38 2815.39 1087.42
-36 1990.05 353.564
-34 1738.06 639.881
-32 2524.16 1548.32
-30 6099.32 2971.85
-28 5765.39 2749.86
-26 6706.98 2047.16
-24 2700 0
-22 2945.89 1499.29
-20 2690.53 787.79
-18 6184.06 3030.7
-16 6005.61 1025.94
-14 12903.9 1565.46
-12 16064.2 1332.92
-10 11568.3 5741.5
-8 17056.8 644.628
-6 15460.9 3901.52
-4 19628.5 477.059
-2 19419.1 362.309
2 20924.6 270.259
4 21033.2 155.251
6 21047.7 468.998
8 20976.2 196.25
10 20783.5 0
12 20459.9 549.686
16 20591.8 83.3729
20 20235.9 514.004
24 20055 1565.89
28 19247.1 2956.82
30 20903.2 0
32 18619.6 4036.66
34 20855.2 0
36 19139.9 4185.38
38 21125.3 0
40 19900 2323.34
42 21534.9 225.029
44 18589.3 4894.34
46 21437.3 313.651
50 19330.4 2631.9
