2 0 0
4 0 0
6 0 0
8 0 0
10 0 0
12 0 0
14 58 0
16 71.7455 2.43447
18 83.6326 1.62933
20 94.1256 1.03611
22 106.822 0.14776
24 107.251 0.0349887
26 107.282 0.033564
28 105.162 1.02123
30 106.464 0.60523
32 105.848 0.548127
34 106.037 0.446785
36 106.078 0.532118
38 106.723 0.314287
40 106.963 0.152652
42 107.287 0.134285
44 107.16 0.0288412
46 107.018 0.113399
48 106.001 0.108423
50 106.105 0.472783
52 105.467 0.58288
54 104.047 0.524252
56 104.016 0.447742
58 97.9824 3.02465
60 99.0256 1.61554
62 98.0911 2.44822
64 97.1192 1.63359
66 93.7534 3.68487
68 95.8053 1.10847
70 94.0627 2.38349
72 96.086 0
74 0 0
76 0 0
78 0 0
80 0 0
82 0 0
