2 0 0
4 0 0
6 0 0
8 0 0
10 0 0
12 0 0
14 262.069 459.427
16 1378.19 630.223
18 5463.1 1098.87
20 13191.1 3008.23
22 20595.8 2726.53
24 17380.8 2075.04
26 19058.9 1969.92
28 18018.3 3335.77
30 18272.1 2549.61
32 20636.5 2240.31
34 16036.3 2242.74
36 19919.6 4046.73
38 20901.5 2476.62
40 21970.1 2843.02
42 18736.3 2309.53
44 19261.1 2986.46
46 20256.1 2487.31
48 20227.6 2428.31
50 16759.3 217.58
52 19071.7 2492.03
54 20333.2 4607.36
56 19096.5 1052.38
58 14839 2266.07
60 18388.7 1513
62 19920.8 4416.44
64 12465.2 1622.37
66 13998.9 2287.85
68 15478.9 1964.77
70 18205.8 3689.26
72 0 0
74 0 0
76 0 0
78 0 0
80 0 0
82 0 0
