2
4
6
8
10
12
14 -98.6 2.45431
16 -91.1591 0.419001
18 -89.7796 0.327833
20 -85.9519 0.627185
22 -72.8264 1.12413
24 -67.7197 0.614876
26 -68.384 0.387877
28 -76.7501 1.33616
30 -75.0981 1.28281
32 -74.0251 0.630982
34 -73.4069 0.892744
36 -72.5985 1.08329
38 -66.7763 1.41138
40 -62.6826 0.324341
42 -56.7291 1.16049
44 -58.2861 3.79451
46 -65.9358 1.52727
48 -73.5706 0.922277
50 -73.1001 1.71822
52 -76.9368 1.2284
54 -79.4797 0.871881
56 -80.1064 0.539069
58 -84.2533 2.6461
60 -84.4682 0.878538
62 -85.092 0.915752
64 -85.3983 0.84897
66 -86.5806 1.35022
68 -86.0654 0.752287
70 -86.9736 0.751265
72 -97.2258 4.86339
74
76
78
80
82
