-50 9415.38 0
-48 16200 0
-46 8640 0
-44 3338.49 1566.77
-42 3105.61 300.978
-40 3891.18 1650.88
-38 2010.33 373.744
-36 1175 242.538
-34 2385.47 1445.66
-32 9388.42 8354.47
-30 6682.89 7483.37
-28 3525.68 2119.97
-26 4284.19 1013.62
-24 9314.08 8405
-22 3495.02 2173.43
-20 9517.89 4573.16
-18 9161.94 3018.48
-16 14833.7 0
-14 12839.2 1216.92
-12 13272.3 0
-10 15841.6 1101.38
-8 17154.6 809.308
-6 18653 1138.2
-4 18450.9 556.998
-2 19898.2 105.331
2 21043.2 272.682
4 21190.6 257.84
6 21028 328.535
8 20921.2 272.303
10 20762.3 745.145
12 20645.6 162.34
14 20347.8 0
16 20756 275.898
18 20914.3 0
20 20748.8 107.758
24 20693.4 284.453
28 21412.1 249.743
32 20630.7 372.68
36 19620.9 853.201
40 14077.8 1101.58
44 11141.7 1857.3
48 15502.5 2649.33
50 17523.4 1415.88
