-50 74.0714 0
-48 92.2222 0
-46 74.1667 0
-44 79.2533 3.84879
-42 82.1428 0.917375
-40 81.2092 10.2994
-38 81.2368 3.58505
-36 74.9428 11.5626
-34 82.2751 0.129307
-32 84.2734 2.91602
-30 81.1386 4.57005
-28 82.2298 3.23878
-26 84.9041 2.55275
-24 89.579 9.70324
-22 82.8282 3.45488
-20 90.1251 2.63728
-18 90.2806 2.34263
-16 95.8831 0
-14 93.5291 1.57073
-12 94.8921 0
-10 97.6227 1.15181
-8 99.9299 1.17664
-6 101.744 1.36585
-4 101.84 1.01999
-2 104.67 0.303519
2 106.834 0.379745
4 107.199 0.185132
6 107.1 0.0762261
8 107.027 0.169164
10 106.079 0.635449
12 106.298 0.322128
14 106.157 0
16 107.088 0.181971
18 107.252 0
20 107.24 0.072756
24 107.013 0.0926266
28 106.793 0.55628
32 105.972 0.389947
36 103.17 1.06628
40 95.9414 2.01091
44 91.0006 3.25012
48 98.3387 3.26846
50 99.5829 1.04158
