2 107.53 0.068772
4 107.502 0.073776
6 107.601 0.157334
8 107.558 0.0801139
10 107.538 0.125839
12 105.677 3.06076
14 107.202 0.0640284
16 107.17 0.140605
18 107.155 0.598365
20 104.095 5.58393
22 107.371 0.135082
24 107.33 0.157794
26 107.291 0.15062
28 107.27 0.0613893
30 103.46 5.75839
32 100.684 4.71212
34 107.097 0.1182
36 106.149 1.16523
38 95.1084 13.2065
40 105.657 1.86085
42 106.107 0.770241
44 105.152 1.06707
46 106.34 0.712076
48 106.234 1.6151
50 107.21 0.0897442
