0 -91.3019 92.1858 13392
15 -90.8431 93.4619 13140.9
30 -91.2775 91.8127 13521.9
45 -90.0639 96.8395 15991.7
60 -90.025 97.4439 20147.4
75 -88.3917 101.553 20378.1
90 -86.4663 103.793 20650.1
105 -84.9956 104.782 20840.3
120 -86.0724 103.504 20710.1
135 -85.4639 104.144 20899.4
150 -86.3347 102.242 20015.4
165 -86.6168 102.282 18403.1
180 -88.7623 96.9728 13467.4
195 -90.7032 90.7031 10548.2
210 -91.1793 90.5439 11318.1
225 -92.4344 85.7532 10856.3
240 -93.4734 78.2528 4705.02
255 -91.8408 89.6688 14058.8
270 -92.1325 89.3348 15608.8
285 -92.3576 87.9056 14778.1
300 -92.0705 89.6203 16755.3
315 -91.672 90.8972 15187.6
330 -90.6674 95.2149 14430.4
345 -90.8494 94.0569 14443.4
